sub4sectors,sub3sectors,sub2sectors,sub1sectors,sectors,subfuels,fuels,sector_pair,fuel_pair,zero_final_child_flag
x,x,x,x,06_stock_changes,15_solid_biomass_unallocated,15_solid_biomass,06_stock_changes,15_solid_biomass_unallocated,
x,x,x,x,06_stock_changes,16_01_biogas,16_others,06_stock_changes,16_01_biogas,
x,x,x,x,06_stock_changes,16_02_industrial_waste,16_others,06_stock_changes,16_02_industrial_waste,
x,x,x,x,06_stock_changes,16_03_municipal_solid_waste_renewable,16_others,06_stock_changes,16_03_municipal_solid_waste_renewable,
x,x,x,x,06_stock_changes,16_04_municipal_solid_waste_nonrenewable,16_others,06_stock_changes,16_04_municipal_solid_waste_nonrenewable,
x,x,x,x,06_stock_changes,16_05_biogasoline,16_others,06_stock_changes,16_05_biogasoline,
x,x,x,x,06_stock_changes,16_06_biodiesel,16_others,06_stock_changes,16_06_biodiesel,
x,x,x,x,06_stock_changes,16_07_bio_jet_kerosene,16_others,06_stock_changes,16_07_bio_jet_kerosene,
x,x,x,x,06_stock_changes,16_08_other_liquid_biofuels,16_others,06_stock_changes,16_08_other_liquid_biofuels,
x,x,x,x,06_stock_changes,16_09_other_sources,16_others,06_stock_changes,16_09_other_sources,
x,x,x,x,06_stock_changes,x,16_others,06_stock_changes,16_others,
x,x,x,x,06_stock_changes,16_others_unallocated,16_others,06_stock_changes,16_others_unallocated,
x,x,x,x,06_stock_changes,16_x_ammonia,16_others,06_stock_changes,16_x_ammonia,
x,x,x,x,06_stock_changes,16_x_efuel,16_others,06_stock_changes,16_x_efuel,
x,x,x,x,06_stock_changes,16_x_hydrogen,16_others,06_stock_changes,16_x_hydrogen,
x,x,x,x,07_total_primary_energy_supply,01_01_coking_coal,01_coal,07_total_primary_energy_supply,01_01_coking_coal,
x,x,x,x,07_total_primary_energy_supply,01_05_lignite,01_coal,07_total_primary_energy_supply,01_05_lignite,
x,x,x,x,07_total_primary_energy_supply,x,01_coal,07_total_primary_energy_supply,01_coal,
x,x,x,x,07_total_primary_energy_supply,01_coal_unallocated,01_coal,07_total_primary_energy_supply,01_coal_unallocated,
x,x,x,x,07_total_primary_energy_supply,01_x_thermal_coal,01_coal,07_total_primary_energy_supply,01_x_thermal_coal,
x,x,x,x,07_total_primary_energy_supply,x,02_coal_products,07_total_primary_energy_supply,02_coal_products,
x,x,x,x,07_total_primary_energy_supply,x,03_peat,07_total_primary_energy_supply,03_peat,
x,x,x,x,07_total_primary_energy_supply,x,04_peat_products,07_total_primary_energy_supply,04_peat_products,
x,x,x,x,07_total_primary_energy_supply,x,05_oil_shale_and_oil_sands,07_total_primary_energy_supply,05_oil_shale_and_oil_sands,
x,x,x,x,07_total_primary_energy_supply,06_01_crude_oil,06_crude_oil_and_ngl,07_total_primary_energy_supply,06_01_crude_oil,
x,x,x,x,07_total_primary_energy_supply,06_02_natural_gas_liquids,06_crude_oil_and_ngl,07_total_primary_energy_supply,06_02_natural_gas_liquids,
x,x,x,x,07_total_primary_energy_supply,x,06_crude_oil_and_ngl,07_total_primary_energy_supply,06_crude_oil_and_ngl,
x,x,x,x,07_total_primary_energy_supply,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,07_total_primary_energy_supply,06_crude_oil_and_ngl_unallocated,
x,x,x,x,07_total_primary_energy_supply,06_x_other_hydrocarbons,06_crude_oil_and_ngl,07_total_primary_energy_supply,06_x_other_hydrocarbons,
x,x,x,x,07_total_primary_energy_supply,07_01_motor_gasoline,07_petroleum_products,07_total_primary_energy_supply,07_01_motor_gasoline,
x,x,x,x,07_total_primary_energy_supply,07_02_aviation_gasoline,07_petroleum_products,07_total_primary_energy_supply,07_02_aviation_gasoline,
x,x,x,x,07_total_primary_energy_supply,07_03_naphtha,07_petroleum_products,07_total_primary_energy_supply,07_03_naphtha,
x,x,x,x,07_total_primary_energy_supply,07_06_kerosene,07_petroleum_products,07_total_primary_energy_supply,07_06_kerosene,
x,x,x,x,07_total_primary_energy_supply,07_07_gas_diesel_oil,07_petroleum_products,07_total_primary_energy_supply,07_07_gas_diesel_oil,
x,x,x,x,07_total_primary_energy_supply,07_08_fuel_oil,07_petroleum_products,07_total_primary_energy_supply,07_08_fuel_oil,
x,x,x,x,07_total_primary_energy_supply,07_09_lpg,07_petroleum_products,07_total_primary_energy_supply,07_09_lpg,
x,x,x,x,07_total_primary_energy_supply,07_10_refinery_gas_not_liquefied,07_petroleum_products,07_total_primary_energy_supply,07_10_refinery_gas_not_liquefied,
x,x,x,x,07_total_primary_energy_supply,07_11_ethane,07_petroleum_products,07_total_primary_energy_supply,07_11_ethane,
x,x,x,x,07_total_primary_energy_supply,x,07_petroleum_products,07_total_primary_energy_supply,07_petroleum_products,
x,x,x,x,07_total_primary_energy_supply,07_petroleum_products_unallocated,07_petroleum_products,07_total_primary_energy_supply,07_petroleum_products_unallocated,
x,x,x,x,07_total_primary_energy_supply,07_x_jet_fuel,07_petroleum_products,07_total_primary_energy_supply,07_x_jet_fuel,
x,x,x,x,07_total_primary_energy_supply,07_x_other_petroleum_products,07_petroleum_products,07_total_primary_energy_supply,07_x_other_petroleum_products,
x,x,x,x,07_total_primary_energy_supply,08_01_natural_gas,08_gas,07_total_primary_energy_supply,08_01_natural_gas,
x,x,x,x,07_total_primary_energy_supply,08_02_lng,08_gas,07_total_primary_energy_supply,08_02_lng,
x,x,x,x,07_total_primary_energy_supply,08_03_gas_works_gas,08_gas,07_total_primary_energy_supply,08_03_gas_works_gas,
x,x,x,x,07_total_primary_energy_supply,x,08_gas,07_total_primary_energy_supply,08_gas,
x,x,x,x,07_total_primary_energy_supply,08_gas_unallocated,08_gas,07_total_primary_energy_supply,08_gas_unallocated,
x,x,x,x,07_total_primary_energy_supply,x,09_nuclear,07_total_primary_energy_supply,09_nuclear,
x,x,x,x,07_total_primary_energy_supply,x,10_hydro,07_total_primary_energy_supply,10_hydro,
x,x,x,x,07_total_primary_energy_supply,x,11_geothermal,07_total_primary_energy_supply,11_geothermal,
x,x,x,x,07_total_primary_energy_supply,12_01_of_which_photovoltaics,12_solar,07_total_primary_energy_supply,12_01_of_which_photovoltaics,
x,x,x,x,07_total_primary_energy_supply,x,12_solar,07_total_primary_energy_supply,12_solar,
x,x,x,x,07_total_primary_energy_supply,12_solar_unallocated,12_solar,07_total_primary_energy_supply,12_solar_unallocated,
x,x,x,x,07_total_primary_energy_supply,12_x_other_solar,12_solar,07_total_primary_energy_supply,12_x_other_solar,
x,x,x,x,07_total_primary_energy_supply,x,13_tide_wave_ocean,07_total_primary_energy_supply,13_tide_wave_ocean,
x,x,x,x,07_total_primary_energy_supply,x,14_wind,07_total_primary_energy_supply,14_wind,
x,x,x,x,07_total_primary_energy_supply,15_01_fuelwood_and_woodwaste,15_solid_biomass,07_total_primary_energy_supply,15_01_fuelwood_and_woodwaste,
x,x,x,x,07_total_primary_energy_supply,15_02_bagasse,15_solid_biomass,07_total_primary_energy_supply,15_02_bagasse,
x,x,x,x,07_total_primary_energy_supply,15_03_charcoal,15_solid_biomass,07_total_primary_energy_supply,15_03_charcoal,
x,x,x,x,07_total_primary_energy_supply,15_04_black_liquor,15_solid_biomass,07_total_primary_energy_supply,15_04_black_liquor,
x,x,x,x,07_total_primary_energy_supply,15_05_other_biomass,15_solid_biomass,07_total_primary_energy_supply,15_05_other_biomass,
x,x,x,x,07_total_primary_energy_supply,x,15_solid_biomass,07_total_primary_energy_supply,15_solid_biomass,
x,x,x,x,07_total_primary_energy_supply,15_solid_biomass_unallocated,15_solid_biomass,07_total_primary_energy_supply,15_solid_biomass_unallocated,
x,x,x,x,07_total_primary_energy_supply,16_01_biogas,16_others,07_total_primary_energy_supply,16_01_biogas,
x,x,x,x,07_total_primary_energy_supply,16_02_industrial_waste,16_others,07_total_primary_energy_supply,16_02_industrial_waste,
x,x,x,x,07_total_primary_energy_supply,16_03_municipal_solid_waste_renewable,16_others,07_total_primary_energy_supply,16_03_municipal_solid_waste_renewable,
x,x,x,x,07_total_primary_energy_supply,16_04_municipal_solid_waste_nonrenewable,16_others,07_total_primary_energy_supply,16_04_municipal_solid_waste_nonrenewable,
x,x,x,x,07_total_primary_energy_supply,16_05_biogasoline,16_others,07_total_primary_energy_supply,16_05_biogasoline,
x,x,x,x,07_total_primary_energy_supply,16_06_biodiesel,16_others,07_total_primary_energy_supply,16_06_biodiesel,
x,x,x,x,07_total_primary_energy_supply,16_07_bio_jet_kerosene,16_others,07_total_primary_energy_supply,16_07_bio_jet_kerosene,
x,x,x,x,07_total_primary_energy_supply,16_08_other_liquid_biofuels,16_others,07_total_primary_energy_supply,16_08_other_liquid_biofuels,
x,x,x,x,07_total_primary_energy_supply,16_09_other_sources,16_others,07_total_primary_energy_supply,16_09_other_sources,
x,x,x,x,07_total_primary_energy_supply,x,16_others,07_total_primary_energy_supply,16_others,
x,x,x,x,07_total_primary_energy_supply,16_others_unallocated,16_others,07_total_primary_energy_supply,16_others_unallocated,
x,x,x,x,07_total_primary_energy_supply,16_x_ammonia,16_others,07_total_primary_energy_supply,16_x_ammonia,
x,x,x,x,07_total_primary_energy_supply,16_x_efuel,16_others,07_total_primary_energy_supply,16_x_efuel,
x,x,x,x,07_total_primary_energy_supply,16_x_hydrogen,16_others,07_total_primary_energy_supply,16_x_hydrogen,
x,x,x,x,07_total_primary_energy_supply,x,17_electricity,07_total_primary_energy_supply,17_electricity,
x,x,x,x,07_total_primary_energy_supply,x,17_x_green_electricity,07_total_primary_energy_supply,17_x_green_electricity,
x,x,x,x,07_total_primary_energy_supply,x,18_heat,07_total_primary_energy_supply,18_heat,
x,x,x,08_02_interproduct_transfers,08_transfers,06_02_natural_gas_liquids,06_crude_oil_and_ngl,08_02_interproduct_transfers,06_02_natural_gas_liquids,
x,x,x,08_02_interproduct_transfers,08_transfers,x,06_crude_oil_and_ngl,08_02_interproduct_transfers,06_crude_oil_and_ngl,
x,x,x,08_02_interproduct_transfers,08_transfers,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,08_02_interproduct_transfers,06_crude_oil_and_ngl_unallocated,
x,x,x,08_02_interproduct_transfers,08_transfers,06_x_other_hydrocarbons,06_crude_oil_and_ngl,08_02_interproduct_transfers,06_x_other_hydrocarbons,
x,x,x,08_02_interproduct_transfers,08_transfers,07_01_motor_gasoline,07_petroleum_products,08_02_interproduct_transfers,07_01_motor_gasoline,
x,x,x,08_02_interproduct_transfers,08_transfers,07_02_aviation_gasoline,07_petroleum_products,08_02_interproduct_transfers,07_02_aviation_gasoline,
x,x,x,08_02_interproduct_transfers,08_transfers,07_03_naphtha,07_petroleum_products,08_02_interproduct_transfers,07_03_naphtha,
x,x,x,08_02_interproduct_transfers,08_transfers,07_06_kerosene,07_petroleum_products,08_02_interproduct_transfers,07_06_kerosene,
x,x,x,08_02_interproduct_transfers,08_transfers,07_07_gas_diesel_oil,07_petroleum_products,08_02_interproduct_transfers,07_07_gas_diesel_oil,
x,x,x,08_02_interproduct_transfers,08_transfers,07_08_fuel_oil,07_petroleum_products,08_02_interproduct_transfers,07_08_fuel_oil,
x,x,x,08_02_interproduct_transfers,08_transfers,07_09_lpg,07_petroleum_products,08_02_interproduct_transfers,07_09_lpg,
x,x,x,08_02_interproduct_transfers,08_transfers,x,07_petroleum_products,08_02_interproduct_transfers,07_petroleum_products,
x,x,x,08_02_interproduct_transfers,08_transfers,07_petroleum_products_unallocated,07_petroleum_products,08_02_interproduct_transfers,07_petroleum_products_unallocated,
x,x,x,08_02_interproduct_transfers,08_transfers,07_x_jet_fuel,07_petroleum_products,08_02_interproduct_transfers,07_x_jet_fuel,
x,x,x,08_02_interproduct_transfers,08_transfers,07_x_other_petroleum_products,07_petroleum_products,08_02_interproduct_transfers,07_x_other_petroleum_products,
x,x,x,08_03_products_transferred,08_transfers,06_02_natural_gas_liquids,06_crude_oil_and_ngl,08_03_products_transferred,06_02_natural_gas_liquids,
x,x,x,08_03_products_transferred,08_transfers,x,06_crude_oil_and_ngl,08_03_products_transferred,06_crude_oil_and_ngl,
x,x,x,08_03_products_transferred,08_transfers,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,08_03_products_transferred,06_crude_oil_and_ngl_unallocated,
x,x,x,08_03_products_transferred,08_transfers,06_x_other_hydrocarbons,06_crude_oil_and_ngl,08_03_products_transferred,06_x_other_hydrocarbons,
x,x,x,08_03_products_transferred,08_transfers,07_01_motor_gasoline,07_petroleum_products,08_03_products_transferred,07_01_motor_gasoline,
x,x,x,08_03_products_transferred,08_transfers,07_03_naphtha,07_petroleum_products,08_03_products_transferred,07_03_naphtha,
x,x,x,08_03_products_transferred,08_transfers,07_07_gas_diesel_oil,07_petroleum_products,08_03_products_transferred,07_07_gas_diesel_oil,
x,x,x,08_03_products_transferred,08_transfers,07_08_fuel_oil,07_petroleum_products,08_03_products_transferred,07_08_fuel_oil,
x,x,x,08_03_products_transferred,08_transfers,07_09_lpg,07_petroleum_products,08_03_products_transferred,07_09_lpg,
x,x,x,08_03_products_transferred,08_transfers,07_10_refinery_gas_not_liquefied,07_petroleum_products,08_03_products_transferred,07_10_refinery_gas_not_liquefied,
x,x,x,08_03_products_transferred,08_transfers,x,07_petroleum_products,08_03_products_transferred,07_petroleum_products,
x,x,x,08_03_products_transferred,08_transfers,07_petroleum_products_unallocated,07_petroleum_products,08_03_products_transferred,07_petroleum_products_unallocated,
x,x,x,08_03_products_transferred,08_transfers,07_x_other_petroleum_products,07_petroleum_products,08_03_products_transferred,07_x_other_petroleum_products,
x,x,x,x,08_transfers,06_01_crude_oil,06_crude_oil_and_ngl,08_transfers,06_01_crude_oil,
x,x,x,x,08_transfers,06_02_natural_gas_liquids,06_crude_oil_and_ngl,08_transfers,06_02_natural_gas_liquids,
x,x,x,x,08_transfers,x,06_crude_oil_and_ngl,08_transfers,06_crude_oil_and_ngl,
x,x,x,x,08_transfers,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,08_transfers,06_crude_oil_and_ngl_unallocated,
x,x,x,x,08_transfers,06_x_other_hydrocarbons,06_crude_oil_and_ngl,08_transfers,06_x_other_hydrocarbons,
x,x,x,x,08_transfers,07_01_motor_gasoline,07_petroleum_products,08_transfers,07_01_motor_gasoline,
x,x,x,x,08_transfers,07_02_aviation_gasoline,07_petroleum_products,08_transfers,07_02_aviation_gasoline,
x,x,x,x,08_transfers,07_03_naphtha,07_petroleum_products,08_transfers,07_03_naphtha,
x,x,x,x,08_transfers,07_06_kerosene,07_petroleum_products,08_transfers,07_06_kerosene,
x,x,x,x,08_transfers,07_07_gas_diesel_oil,07_petroleum_products,08_transfers,07_07_gas_diesel_oil,
x,x,x,x,08_transfers,07_08_fuel_oil,07_petroleum_products,08_transfers,07_08_fuel_oil,
x,x,x,x,08_transfers,07_09_lpg,07_petroleum_products,08_transfers,07_09_lpg,
x,x,x,x,08_transfers,07_10_refinery_gas_not_liquefied,07_petroleum_products,08_transfers,07_10_refinery_gas_not_liquefied,
x,x,x,x,08_transfers,07_11_ethane,07_petroleum_products,08_transfers,07_11_ethane,
x,x,x,x,08_transfers,x,07_petroleum_products,08_transfers,07_petroleum_products,
x,x,x,x,08_transfers,07_petroleum_products_unallocated,07_petroleum_products,08_transfers,07_petroleum_products_unallocated,
x,x,x,x,08_transfers,07_x_jet_fuel,07_petroleum_products,08_transfers,07_x_jet_fuel,
x,x,x,x,08_transfers,07_x_other_petroleum_products,07_petroleum_products,08_transfers,07_x_other_petroleum_products,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,01_05_lignite,01_coal,09_01_01_coal_power,01_05_lignite,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,01_coal,09_01_01_coal_power,01_coal,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,01_coal_unallocated,01_coal,09_01_01_coal_power,01_coal_unallocated,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,01_x_thermal_coal,01_coal,09_01_01_coal_power,01_x_thermal_coal,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,02_coal_products,09_01_01_coal_power,02_coal_products,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,03_peat,09_01_01_coal_power,03_peat,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,04_peat_products,09_01_01_coal_power,04_peat_products,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,06_crude_oil_and_ngl,09_01_01_coal_power,06_crude_oil_and_ngl,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,06_crude_oil_and_ngl_unallocated,06_crude_oil_and_ngl,09_01_01_coal_power,06_crude_oil_and_ngl_unallocated,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,07_07_gas_diesel_oil,07_petroleum_products,09_01_01_coal_power,07_07_gas_diesel_oil,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,07_08_fuel_oil,07_petroleum_products,09_01_01_coal_power,07_08_fuel_oil,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,07_petroleum_products,09_01_01_coal_power,07_petroleum_products,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,07_petroleum_products_unallocated,07_petroleum_products,09_01_01_coal_power,07_petroleum_products_unallocated,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,07_x_other_petroleum_products,07_petroleum_products,09_01_01_coal_power,07_x_other_petroleum_products,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,08_01_natural_gas,08_gas,09_01_01_coal_power,08_01_natural_gas,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,08_03_gas_works_gas,08_gas,09_01_01_coal_power,08_03_gas_works_gas,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,08_gas,09_01_01_coal_power,08_gas,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,08_gas_unallocated,08_gas,09_01_01_coal_power,08_gas_unallocated,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,09_nuclear,09_01_01_coal_power,09_nuclear,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,10_hydro,09_01_01_coal_power,10_hydro,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,11_geothermal,09_01_01_coal_power,11_geothermal,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,12_01_of_which_photovoltaics,12_solar,09_01_01_coal_power,12_01_of_which_photovoltaics,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,12_solar,09_01_01_coal_power,12_solar,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,12_solar_unallocated,12_solar,09_01_01_coal_power,12_solar_unallocated,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,12_x_other_solar,12_solar,09_01_01_coal_power,12_x_other_solar,
x,x,09_01_01_coal_power,09_01_electricity_plants,09_total_transformation_sector,x,13_tide_wave_ocean,09_01_01_coal_power,13_tide_wave_ocean,
